,x,y
3046,918694.3472347957,6294470.246583006
3047,918694.3472347957,6295281.214660607
3048,918694.3472347957,6296092.182738208
3049,918694.3472347957,6296903.150815809
3050,918694.3472347957,6297714.11889341
3051,918694.3472347957,6298525.086971011
3089,919505.3153123965,6280683.7892637905
3090,919505.3153123965,6281494.757341391
3091,919505.3153123965,6282305.725418992
3092,919505.3153123965,6283116.693496593
3093,919505.3153123965,6283927.661574194
3094,919505.3153123965,6284738.629651795
3095,919505.3153123965,6285549.597729396
3096,919505.3153123965,6286360.565806997
3097,919505.3153123965,6287171.533884598
3098,919505.3153123965,6287982.501962199
3099,919505.3153123965,6288793.4700398
3100,919505.3153123965,6289604.438117401
3101,919505.3153123965,6290415.406195002
3102,919505.3153123965,6291226.374272603
3103,919505.3153123965,6292037.342350204
3104,919505.3153123965,6292848.3104278045
3105,919505.3153123965,6293659.278505405
3106,919505.3153123965,6294470.246583006
3107,919505.3153123965,6295281.214660607
3108,919505.3153123965,6296092.182738208
3109,919505.3153123965,6296903.150815809
3110,919505.3153123965,6297714.11889341
3111,919505.3153123965,6298525.086971011
3150,920316.2833899973,6281494.757341391
3151,920316.2833899973,6282305.725418992
3152,920316.2833899973,6283116.693496593
3153,920316.2833899973,6283927.661574194
3154,920316.2833899973,6284738.629651795
3155,920316.2833899973,6285549.597729396
3156,920316.2833899973,6286360.565806997
3157,920316.2833899973,6287171.533884598
3158,920316.2833899973,6287982.501962199
3159,920316.2833899973,6288793.4700398
3160,920316.2833899973,6289604.438117401
3161,920316.2833899973,6290415.406195002
3162,920316.2833899973,6291226.374272603
3163,920316.2833899973,6292037.342350204
3164,920316.2833899973,6292848.3104278045
3165,920316.2833899973,6293659.278505405
3166,920316.2833899973,6294470.246583006
3167,920316.2833899973,6295281.214660607
3168,920316.2833899973,6296092.182738208
3169,920316.2833899973,6296903.150815809
3170,920316.2833899973,6297714.11889341
3171,920316.2833899973,6298525.086971011
3211,921127.2514675981,6282305.725418992
3212,921127.2514675981,6283116.693496593
3213,921127.2514675981,6283927.661574194
3214,921127.2514675981,6284738.629651795
3215,921127.2514675981,6285549.597729396
3216,921127.2514675981,6286360.565806997
3217,921127.2514675981,6287171.533884598
3218,921127.2514675981,6287982.501962199
3219,921127.2514675981,6288793.4700398
3220,921127.2514675981,6289604.438117401
3221,921127.2514675981,6290415.406195002
3222,921127.2514675981,6291226.374272603
3223,921127.2514675981,6292037.342350204
3224,921127.2514675981,6292848.3104278045
3225,921127.2514675981,6293659.278505405
3226,921127.2514675981,6294470.246583006
3227,921127.2514675981,6295281.214660607
3272,921938.219545199,6283116.693496593
3273,921938.219545199,6283927.661574194
3274,921938.219545199,6284738.629651795
3275,921938.219545199,6285549.597729396
3276,921938.219545199,6286360.565806997
3277,921938.219545199,6287171.533884598
3278,921938.219545199,6287982.501962199
3279,921938.219545199,6288793.4700398
3280,921938.219545199,6289604.438117401
3281,921938.219545199,6290415.406195002
3282,921938.219545199,6291226.374272603
3283,921938.219545199,6292037.342350204
3284,921938.219545199,6292848.3104278045
3285,921938.219545199,6293659.278505405
3286,921938.219545199,6294470.246583006
3287,921938.219545199,6295281.214660607
3333,922749.1876227998,6283927.661574194
3334,922749.1876227998,6284738.629651795
3335,922749.1876227998,6285549.597729396
3336,922749.1876227998,6286360.565806997
3337,922749.1876227998,6287171.533884598
3338,922749.1876227998,6287982.501962199
3339,922749.1876227998,6288793.4700398
3340,922749.1876227998,6289604.438117401
3341,922749.1876227998,6290415.406195002
3342,922749.1876227998,6291226.374272603
3343,922749.1876227998,6292037.342350204
3344,922749.1876227998,6292848.3104278045
3345,922749.1876227998,6293659.278505405
3346,922749.1876227998,6294470.246583006
3347,922749.1876227998,6295281.214660607
3393,923560.1557004006,6283927.661574194
3394,923560.1557004006,6284738.629651795
3395,923560.1557004006,6285549.597729396
3396,923560.1557004006,6286360.565806997
3397,923560.1557004006,6287171.533884598
3398,923560.1557004006,6287982.501962199
3399,923560.1557004006,6288793.4700398
3400,923560.1557004006,6289604.438117401
3401,923560.1557004006,6290415.406195002
3402,923560.1557004006,6291226.374272603
3403,923560.1557004006,6292037.342350204
3456,924371.1237780014,6286360.565806997
3457,924371.1237780014,6287171.533884598
3458,924371.1237780014,6287982.501962199
3459,924371.1237780014,6288793.4700398
3460,924371.1237780014,6289604.438117401
3461,924371.1237780014,6290415.406195002
3462,924371.1237780014,6291226.374272603
3463,924371.1237780014,6292037.342350204
