,O,D,f,r,tol
1196,POINT (906845.339152827 6291701.725382609),POINT (911856.9459452027 6292253.345358747),0.0034679809753687357,10000.0,0.2
1197,POINT (901999.5777569929 6289252.274508449),POINT (912241.8681129823 6294577.789293941),0.001251494819204185,10000.0,0.2
1198,POINT (909853.1551134773 6278629.532950731),POINT (909176.3066959823 6280204.618308084),0.0012786436476048438,10000.0,0.2
1199,POINT (908930.598748008 6285686.781202955),POINT (910744.8526483192 6285856.673806636),0.0013638579025903028,10000.0,0.2
1200,POINT (901057.6072460946 6290148.093151225),POINT (908458.9891008346 6285617.2580111995),0.001211411698286771,10000.0,0.2
1201,POINT (915520.2693415051 6290255.20565118),POINT (909198.1054345667 6292440.189265883),0.0010302621995526167,10000.0,0.2
1202,POINT (914051.8968001803 6295306.623883663),POINT (914775.1823132614 6294848.867607463),0.0030590170520984747,10000.0,0.2
1203,POINT (909761.9579289958 6285082.70876755),POINT (900618.1885798031 6290081.205447856),0.0012590310045846318,10000.0,0.2
1204,POINT (902224.7479271798 6292768.6028338205),POINT (901771.1472159817 6290329.56160217),0.0011394670298844247,10000.0,0.2
1205,POINT (912896.3054180706 6291065.79865279),POINT (912004.4699142668 6289662.293927455),0.0025593758310706216,10000.0,0.2
1206,POINT (891033.5585536277 6281716.5191721),POINT (895212.6941278258 6280841.182457767),0.0008574299012703014,10000.0,0.2
1207,POINT (914578.0104441481 6286775.732821465),POINT (901457.3094690944 6292374.50356878),0.0006751656564929812,10000.0,0.2
1208,POINT (902425.0714549513 6267978.441270795),POINT (913570.5577324715 6290782.945879279),9.959095864609648e-05,10000.0,0.2
1209,POINT (907706.3702846225 6290587.277216073),POINT (907767.1716898463 6290856.69801252),0.003621407993123574,10000.0,0.2
1210,POINT (906162.0994879664 6295145.346836628),POINT (897487.360739976 6297594.4616496),0.0007738402500120678,10000.0,0.2
1211,POINT (908938.2370053066 6292373.431917509),POINT (914440.2617223791 6290999.584318178),0.004414681243346938,10000.0,0.2
1212,POINT (898391.2421614861 6278693.371621542),POINT (900192.0507768223 6274632.669103114),0.00045914763028002075,10000.0,0.2
1213,POINT (909761.9579289958 6285082.70876755),POINT (905386.3851718258 6291388.740817234),0.0012590310045846318,10000.0,0.2
1214,POINT (894471.0760833095 6288952.983773841),POINT (908409.8658800982 6283637.762622038),0.0005702138356114958,10000.0,0.2
1215,POINT (913471.5341461317 6297946.798686439),POINT (912480.331970853 6297105.893156985),0.001770564864715435,10000.0,0.2
1216,POINT (906394.2688938227 6298656.453116359),POINT (906429.9280088912 6298647.87220954),0.00047063196915068933,10000.0,0.2
1217,POINT (898056.1069345619 6299604.849578559),POINT (897370.1500882511 6300020.177339299),0.0009329875287660769,10000.0,0.2
1218,POINT (898630.4844514248 6274322.004082242),POINT (899239.8533484818 6275456.520472152),0.0013685896667944663,10000.0,0.2
1219,POINT (909049.6564774765 6290189.973380443),POINT (914210.6747267086 6296610.068805851),0.003855410581456702,10000.0,0.2
1220,POINT (911569.8445741953 6294671.815617943),POINT (913226.7674268542 6287356.2260066625),0.004350074847630133,10000.0,0.2
1221,POINT (910574.7987036146 6292773.024455033),POINT (913125.2298100765 6295319.520798322),0.004170558022732784,10000.0,0.2
1222,POINT (916458.200306006 6294124.892064635),POINT (914798.0567043049 6292975.4398616385),0.0010404742510144798,10000.0,0.2
1223,POINT (905258.1677599261 6295712.826223062),POINT (911075.9062903263 6293578.456728954),0.0008185708470566437,10000.0,0.2
1224,POINT (906290.02446195 6289664.269252461),POINT (899159.3021619314 6289143.711701928),0.002625491842265271,10000.0,0.2
1225,POINT (910247.9903622147 6272582.136199661),POINT (908489.521004688 6277921.410647929),0.0014260822535747642,10000.0,0.2
1226,POINT (908465.811437845 6282083.6659822045),POINT (909078.5164485668 6279577.095074899),0.0017332312746481887,10000.0,0.2
1227,POINT (912525.6795261125 6292757.077526758),POINT (911714.567887276 6294700.582084952),0.0032728965672746578,10000.0,0.2
1228,POINT (912203.2597280095 6290942.810850799),POINT (910831.0690317466 6294090.337877063),0.002817563432198513,10000.0,0.2
1229,POINT (914724.0991716604 6298003.930974975),POINT (917278.8414231203 6295184.90967177),0.0016490955447739913,10000.0,0.2
1230,POINT (904472.5520420738 6287759.60127032),POINT (912427.3954737792 6277857.5200329665),0.0017353831496398503,10000.0,0.2
1231,POINT (913777.4316656339 6294592.9180711685),POINT (913095.9963012119 6296085.888929889),0.0031536612481309033,10000.0,0.2
1232,POINT (912809.203109694 6277913.142149862),POINT (909515.2469105121 6280165.396740127),0.0011462342842544796,10000.0,0.2
1233,POINT (910557.4173852452 6287699.900219038),POINT (906061.529354538 6291739.0237337295),0.0018078669887104366,10000.0,0.2
1234,POINT (897354.680134802 6284718.1988883745),POINT (909138.2317903582 6294025.110036656),0.0009073524791727359,10000.0,0.2
1235,POINT (912731.3839556032 6281394.877785969),POINT (909816.5322392064 6289524.960638385),0.0011762144101932093,10000.0,0.2
1236,POINT (912279.9354938383 6290755.235661327),POINT (916072.7782795259 6297790.077110965),0.0027508299101011357,10000.0,0.2
1237,POINT (904156.9505649959 6296391.024053443),POINT (913618.2861737406 6296027.619629361),0.0008172713341160806,10000.0,0.2
1238,POINT (910314.7444373218 6293426.773878057),POINT (909712.5850144522 6296409.775572307),0.00438091723635061,10000.0,0.2
1239,POINT (903278.4995348463 6300973.019720281),POINT (902965.6702374099 6300906.7869762825),0.0005975800497817953,10000.0,0.2
1240,POINT (898406.7850198075 6299473.240796316),POINT (905281.9150596601 6290013.584127186),0.0008132440551857946,10000.0,0.2
1241,POINT (913526.2821824609 6288561.688992936),POINT (911339.1501833266 6287900.007403831),0.0012420391230311436,10000.0,0.2
1242,POINT (901898.4761210036 6276306.060951754),POINT (915319.2677556168 6284083.428384833),0.0008663682489166508,10000.0,0.2
1243,POINT (913752.2156653886 6274219.579040616),POINT (909864.2808168521 6273550.219131364),0.0004344702449042268,10000.0,0.2
1244,POINT (904354.2836770391 6283855.172274642),POINT (904626.9597153456 6283851.917050731),0.0015053288922927653,10000.0,0.2
1245,POINT (907365.6878689728 6289803.22577909),POINT (909183.250530787 6288530.034517719),0.003108047459371678,10000.0,0.2
1246,POINT (906383.2502936248 6289969.43698029),POINT (907689.8574561018 6289700.683462635),0.0028241823059437883,10000.0,0.2
1247,POINT (901312.5067577446 6291138.712569071),POINT (911537.2699018971 6295558.7805798),0.0012396879982803284,10000.0,0.2
1248,POINT (916122.3290035834 6296636.638890563),POINT (913793.4509642946 6298379.796482739),0.0015331622696960858,10000.0,0.2
1249,POINT (908556.9201900552 6277696.736633962),POINT (913409.528005729 6277814.086959094),0.0009627444569103911,10000.0,0.2
1250,POINT (915089.0169670924 6297633.628513691),POINT (906998.4132187613 6284091.31533402),0.001830887636277672,10000.0,0.2
1251,POINT (903002.6106869434 6289348.757279146),POINT (902956.9923110782 6288130.781008509),0.0017112261465446442,10000.0,0.2
1252,POINT (902406.3461317731 6296961.218809098),POINT (901294.7182981377 6297377.09661959),0.0006194497576236961,10000.0,0.2
1253,POINT (915066.2697007284 6294440.163794214),POINT (910661.771757032 6293718.2964979755),0.001971541013848129,10000.0,0.2
1254,POINT (892397.7411576759 6286294.492287718),POINT (892684.0675800517 6286888.38648745),0.0008556476708956214,10000.0,0.2
1255,POINT (906515.0271405329 6291922.515796278),POINT (906892.4705983845 6290959.468385274),0.003298164038337826,10000.0,0.2
1256,POINT (914140.6998272405 6296764.639848342),POINT (913553.8620504292 6296489.448832262),0.002719293655025993,10000.0,0.2
1257,POINT (910751.6785638367 6297503.759665231),POINT (916452.8655722691 6294788.555775147),0.0016854506278699412,10000.0,0.2
1258,POINT (914411.0753907978 6296687.30662637),POINT (913548.172817657 6295847.523574214),0.002646076220097281,10000.0,0.2
1259,POINT (909017.992660441 6281651.77731113),POINT (911113.2170269224 6282520.7817454785),0.0016858965094849476,10000.0,0.2
1260,POINT (894895.1589464168 6282602.2896513),POINT (901390.0117778818 6279871.959117668),0.0006992502770483903,10000.0,0.2
1261,POINT (913773.5029032654 6296944.906348495),POINT (909277.7343979625 6294253.36343074),0.00269985364231247,10000.0,0.2
1262,POINT (913699.9843481882 6292989.242839647),POINT (901312.5067577446 6291138.712569071),0.0026057795175480117,10000.0,0.2
1263,POINT (907049.877579961 6284652.771152876),POINT (906178.0275393811 6285646.999709634),0.0013097947154152136,10000.0,0.2
1264,POINT (900436.5149982993 6298903.573263757),POINT (905445.3006800732 6283967.059652175),0.0004419925096958512,10000.0,0.2
1265,POINT (909873.35964049 6295465.253633644),POINT (913405.6399006434 6294488.962377828),0.002801582801583449,10000.0,0.2
1266,POINT (910494.2451341833 6290268.970778378),POINT (908937.7862273796 6290630.443010159),0.003333068084313874,10000.0,0.2
1267,POINT (914298.5663122481 6287943.975758912),POINT (912442.1957707959 6283862.739095354),0.0008743921206047474,10000.0,0.2
1268,POINT (914894.3622567572 6296592.657762682),POINT (906167.6312286658 6296815.220111629),0.002396156285148901,10000.0,0.2
1269,POINT (911713.1926697553 6294700.661552377),POINT (911508.5085453469 6294352.234503022),0.004348213823339989,10000.0,0.2
1270,POINT (899406.7210357086 6275052.517445454),POINT (898744.2447839839 6273469.0804516),0.0015138512907303787,10000.0,0.2
1271,POINT (913689.2623971659 6296011.477282625),POINT (906557.4874453752 6289998.992611248),0.003237434559729485,10000.0,0.2
1272,POINT (918519.5952174568 6296720.471541888),POINT (907955.3112181418 6296895.096031265),0.000718620440084109,10000.0,0.2
1273,POINT (902677.0554275264 6284831.8098296635),POINT (911428.8698752486 6279638.477884857),0.0014202359039915166,10000.0,0.2
1274,POINT (913668.4442896242 6291605.195067617),POINT (913600.4607974871 6291139.475668291),0.0022700761920390012,10000.0,0.2
1275,POINT (904028.372044541 6285516.623682972),POINT (902101.551927103 6280692.097347913),0.0018240536648875534,10000.0,0.2
1276,POINT (908064.4887578706 6275775.071953613),POINT (905059.745561719 6287514.394416344),0.0007902852502027054,10000.0,0.2
1277,POINT (914762.4444541486 6289816.839369204),POINT (908454.7009396553 6291471.687174195),0.0012512883646927336,10000.0,0.2
1278,POINT (909959.803175118 6272768.4678192865),POINT (910737.2923575445 6271608.910524244),0.001400270269320729,10000.0,0.2
1279,POINT (913423.1914413369 6294643.995711861),POINT (913062.9599844294 6293734.551712434),0.0034598822811442117,10000.0,0.2
1280,POINT (912495.8132921793 6281187.256816093),POINT (909178.2302524305 6288527.816372878),0.0013262302460378165,10000.0,0.2
1281,POINT (910749.9194950677 6296223.417673346),POINT (910736.4019072952 6293140.992614722),0.0029462926198021307,10000.0,0.2
1282,POINT (897959.6535005393 6283289.042823532),POINT (890422.3268710703 6282843.953614665),0.0008220567099619091,10000.0,0.2
1283,POINT (909302.2830136458 6289601.374857102),POINT (912902.0420388659 6289748.348800886),0.0035458336848646914,10000.0,0.2
1284,POINT (901692.7051081795 6291753.858740176),POINT (899972.3141364646 6292316.887344491),0.0012424200712237259,10000.0,0.2
1285,POINT (909539.4675164956 6292284.984203824),POINT (912535.2858340093 6292747.490566909),0.004353275937673997,10000.0,0.2
1286,POINT (899143.421402725 6291518.507519782),POINT (895548.6549054487 6288544.493714625),0.0007541166699114557,10000.0,0.2
1287,POINT (901303.5929724284 6290225.168449473),POINT (894443.0830471955 6288940.0563271195),0.0012969678858011423,10000.0,0.2
1288,POINT (912845.2690954222 6292791.28595132),POINT (917297.2847966317 6294352.3824048415),0.0030948904364881693,10000.0,0.2
1289,POINT (906417.7396480539 6285549.832634379),POINT (907036.4959165405 6286309.226812081),0.0011678973107592282,10000.0,0.2
1290,POINT (891738.0667881536 6283578.816784538),POINT (904804.3839709361 6292601.400570343),0.001162815442170105,10000.0,0.2
1291,POINT (912899.5842490317 6294783.635726943),POINT (912622.4531764742 6293444.9096332295),0.003878564539925945,10000.0,0.2
1292,POINT (892471.9663627823 6281980.760683987),POINT (892625.0521124526 6282363.6553976685),0.0010040669074412737,10000.0,0.2
1293,POINT (902647.7736503656 6285333.190540874),POINT (904354.9462743273 6286570.350848947),0.001372552963956835,10000.0,0.2
1294,POINT (911376.3491130376 6271692.702708897),POINT (909174.8251572066 6271870.2871801425),0.0009017408570970865,10000.0,0.2
1295,POINT (910788.2210764021 6281748.358335268),POINT (911613.2526361892 6279910.273463605),0.0014440840208383692,10000.0,0.2
1296,POINT (904021.280326083 6279556.311487518),POINT (910631.2975420997 6290274.088083163),0.0008544343962718047,10000.0,0.2
1297,POINT (908739.6643934122 6276352.014155827),POINT (910317.8468868457 6274611.670647829),0.0009664208323476823,10000.0,0.2
1298,POINT (912916.7152093615 6294555.851561551),POINT (915817.1511702315 6291017.295382101),0.0038276533463315558,10000.0,0.2
1299,POINT (910094.1595537432 6292153.567994114),POINT (916835.8300269507 6294878.826476429),0.004108468992327271,10000.0,0.2
1300,POINT (897849.4089189179 6270340.495950441),POINT (899508.2501686597 6271953.79214557),0.0005285406225526895,10000.0,0.2
1301,POINT (902917.9498857161 6299895.132496407),POINT (902132.3715195135 6299629.932286742),0.0006748532391600404,10000.0,0.2
1302,POINT (902747.3959694186 6282346.362754943),POINT (908712.5402043314 6282535.476962886),0.0013386634042440839,10000.0,0.2
1303,POINT (909515.2469105121 6280165.396740127),POINT (912809.203109694 6277913.142149862),0.001365526031938467,10000.0,0.2
1304,POINT (909095.2127564829 6287516.608799366),POINT (908080.4019789342 6286563.867543768),0.0020153630108719098,10000.0,0.2
1305,POINT (908985.6425321361 6293635.554873988),POINT (902978.708102375 6284728.0457714815),0.004012367417037098,10000.0,0.2
1306,POINT (911001.9600584265 6275322.071497511),POINT (911169.6817406242 6271436.77239644),0.0014743635585434277,10000.0,0.2
1307,POINT (909641.1451011265 6279746.16615995),POINT (909283.9414221179 6292981.112205823),0.0013412543891670136,10000.0,0.2
1308,POINT (907963.7475437177 6271388.240673885),POINT (903006.1340667228 6293868.785149232),0.0006466410711437856,10000.0,0.2
1309,POINT (912341.0649333142 6284490.778624721),POINT (910732.0930799989 6285865.94237236),0.0008726459517792414,10000.0,0.2
1310,POINT (908647.8169331311 6277457.653604995),POINT (909633.2072561343 6279732.577709975),0.0009650567525348318,10000.0,0.2
1311,POINT (908765.5505893985 6282531.4013524335),POINT (912034.70678363 6274717.70710443),0.0018418270877232149,10000.0,0.2
1312,POINT (911758.9008236027 6289696.571311384),POINT (908687.6522625777 6287746.91377854),0.002620524972522266,10000.0,0.2
1313,POINT (910556.4272940748 6288233.81350838),POINT (912234.547163036 6287982.151193602),0.0021703816304292833,10000.0,0.2
1314,POINT (909318.0271052977 6294822.00643835),POINT (914411.0753907978 6296687.30662637),0.002976208775188855,10000.0,0.2
1315,POINT (911029.7642045768 6287414.66137387),POINT (894160.334473876 6284044.93693732),0.0015069233185964568,10000.0,0.2
1316,POINT (908190.9965328348 6283203.903544562),POINT (901696.5068948918 6291870.028979203),0.0017236630603011433,10000.0,0.2
1317,POINT (911271.7000485671 6289062.951563289),POINT (910504.7963104632 6297511.995462563),0.002475578443095079,10000.0,0.2
1318,POINT (905137.0855015521 6289989.853512672),POINT (905822.0999518953 6288002.079371132),0.0028486961816538226,10000.0,0.2
1319,POINT (908937.7862273796 6290630.443010159),POINT (910494.2451341833 6290268.970778378),0.003998869702136546,10000.0,0.2
1320,POINT (916094.9303013429 6290691.631029165),POINT (915427.5091366292 6286729.562430557),0.0008015819569674029,10000.0,0.2
1321,POINT (897060.1111221863 6286680.670947594),POINT (896639.7770995549 6285300.890631909),0.0008524775052304342,10000.0,0.2
1322,POINT (904233.7618772927 6290626.090407405),POINT (898129.2643299974 6288173.910978818),0.0032004340489873483,10000.0,0.2
1323,POINT (906343.6262510866 6291283.711425366),POINT (906512.8259549972 6289677.969789908),0.003349644502949844,10000.0,0.2
1324,POINT (908636.2681231875 6284173.541308467),POINT (904151.128571816 6293006.913376606),0.0015666209795479145,10000.0,0.2
1325,POINT (892945.7365947647 6279404.030646365),POINT (892395.7812700521 6278288.212163265),0.00034963927375797923,10000.0,0.2
1326,POINT (903557.0595697421 6294583.963200795),POINT (913283.0724106767 6277456.6380652515),0.0010872159705520332,10000.0,0.2
1327,POINT (917162.7472676797 6296147.519604402),POINT (910097.3207224932 6297445.715025718),0.001168638526814501,10000.0,0.2
1328,POINT (906752.7607231893 6279342.706112336),POINT (894276.5928185243 6284075.322334444),0.0009577494629213747,10000.0,0.2
1329,POINT (909008.6275462762 6277501.944155708),POINT (904883.3694059988 6280566.425720623),0.0010374537754836456,10000.0,0.2
1330,POINT (909218.8585122963 6293848.8578068055),POINT (904181.5477944375 6289872.548061738),0.003968504971028939,10000.0,0.2
1331,POINT (905120.9213562879 6286070.45088454),POINT (904643.153159597 6287763.774145557),0.0014938303140394657,10000.0,0.2
1332,POINT (910110.1904462044 6280048.612016613),POINT (908176.1382258956 6283200.750658166),0.0014689885326107431,10000.0,0.2
1333,POINT (901117.3907083541 6284232.338403931),POINT (907400.1662326405 6280048.215216675),0.0007579915824463594,10000.0,0.2
1334,POINT (913498.7457844134 6286102.627392637),POINT (911237.5811027202 6287951.545294881),0.000801053825479849,10000.0,0.2
1335,POINT (912513.8270459538 6288775.82384579),POINT (911683.9431136609 6289182.598776732),0.0017401137344345032,10000.0,0.2
1336,POINT (916951.6929232993 6294035.154093629),POINT (914425.9955296698 6294608.1253713295),0.0008449147321395841,10000.0,0.2
1337,POINT (911155.555766342 6292153.409954415),POINT (911515.039628577 6292489.36772457),0.003624925819225115,10000.0,0.2
1338,POINT (904338.3409056009 6290806.171991252),POINT (903341.2770764576 6283059.471910847),0.0033200051587437105,10000.0,0.2
1339,POINT (903748.7082537417 6283309.288710598),POINT (903974.3741858469 6284038.730532977),0.0015597477971988503,10000.0,0.2
1340,POINT (911485.7791208255 6288627.588760264),POINT (907275.2495156233 6270190.979931319),0.0020971791979776592,10000.0,0.2
1341,POINT (902224.7479271798 6292768.6028338205),POINT (901771.1472159817 6290329.56160217),0.0011394670298844247,10000.0,0.2
1342,POINT (910182.4862668681 6294072.6306529),POINT (908983.3079007121 6293633.682894411),0.004205491898454695,10000.0,0.2
1343,POINT (911598.3685620863 6282005.46206104),POINT (911820.4693443831 6294825.41918484),0.0013101710002433905,10000.0,0.2
1344,POINT (906400.1033752323 6283874.114502696),POINT (890804.1051334268 6282327.741189394),0.0011843670075326494,10000.0,0.2
1345,POINT (910221.3516455374 6292544.0933343135),POINT (916228.9491981918 6290517.789542341),0.0042124463590582206,10000.0,0.2
1346,POINT (912360.7793852438 6281107.778635816),POINT (903017.2775431597 6281902.774890647),0.0013980405392111216,10000.0,0.2
1347,POINT (906703.591352229 6292075.673177709),POINT (913912.9844417983 6294672.391913218),0.0033056106301561114,10000.0,0.2
1348,POINT (909213.5057526571 6291945.091883685),POINT (910774.9392969245 6289753.999175321),0.004320473778745501,10000.0,0.2
1349,POINT (909182.6705985668 6288527.057671284),POINT (906978.8928057218 6288962.646593923),0.002772830313723636,10000.0,0.2
1350,POINT (911786.8132042697 6293600.585986203),POINT (905067.0747940906 6287775.359363925),0.004117693483049291,10000.0,0.2
1351,POINT (916458.200306006 6294124.892064635),POINT (914798.0567043049 6292975.4398616385),0.0010404742510144798,10000.0,0.2
1352,POINT (895138.8431873552 6286930.361718506),POINT (906703.591352229 6292075.673177709),0.0012983253188901612,10000.0,0.2
1353,POINT (913712.1746306445 6285970.848559188),POINT (907572.169461327 6291307.987161076),0.0007464305810663897,10000.0,0.2
1354,POINT (905825.7445429415 6290963.468582569),POINT (909176.6177849589 6288518.376731101),0.0032984209422130136,10000.0,0.2
1355,POINT (902223.3315758728 6288610.212656307),POINT (903831.195204631 6292753.489788767),0.0010817754081429614,10000.0,0.2
1356,POINT (911416.9551335161 6279640.674118165),POINT (911038.7228446463 6279604.907377943),0.0017190094543955382,10000.0,0.2
1357,POINT (895952.5307653316 6293005.803106165),POINT (908917.4848011289 6285568.629618171),0.0004187156552703133,10000.0,0.2
1358,POINT (909599.889843689 6282994.823381794),POINT (909678.6368237631 6282055.014929936),0.001676778929747798,10000.0,0.2
1359,POINT (910728.5983610882 6285803.426417287),POINT (912432.6467664785 6284505.042264473),0.0011477833145248965,10000.0,0.2
1360,POINT (914499.4096872173 6294359.020157382),POINT (912924.7469469402 6295074.204394321),0.002448715101593297,10000.0,0.2
1361,POINT (904070.538184331 6290984.713754812),POINT (915810.4291234508 6293810.080335319),0.003248204060209335,10000.0,0.2
1362,POINT (914982.363649914 6292826.797947381),POINT (913056.3831662079 6289887.439026448),0.001624892121685156,10000.0,0.2
1363,POINT (910420.8771449771 6273639.317275081),POINT (912628.201424979 6279967.324371608),0.0015571729245064136,10000.0,0.2
1364,POINT (912274.1743369929 6297915.583869984),POINT (908659.4242880378 6293525.967966115),0.0018264887939864775,10000.0,0.2
1365,POINT (904388.8027937985 6291632.062063559),POINT (902184.639908908 6292840.655751953),0.003368961018889424,10000.0,0.2
1366,POINT (917373.2588522716 6293791.007001689),POINT (916863.1552086459 6295858.235434147),0.0006261490104842396,10000.0,0.2
1367,POINT (890993.6189566337 6281048.679273928),POINT (893078.7877318268 6283852.269359116),0.0007129603738814962,10000.0,0.2
1368,POINT (913825.8124967053 6286920.135619184),POINT (915213.3586893118 6287159.940693639),0.0008489606991772159,10000.0,0.2
1369,POINT (910324.9667379633 6289274.275795642),POINT (911168.4935264568 6292139.616477724),0.00298878397397142,10000.0,0.2
1370,POINT (907910.5017777227 6276178.873607714),POINT (907841.3755923843 6276413.682281358),0.0007492829977580969,10000.0,0.2
1371,POINT (909115.6322330221 6293219.631796921),POINT (909191.6806055713 6292035.662358476),0.004340573555488374,10000.0,0.2
1372,POINT (891317.6969393136 6278525.320230616),POINT (891516.9147905156 6278494.199963498),0.0003541242579941037,10000.0,0.2
1373,POINT (911029.7642045768 6287414.66137387),POINT (911210.8203314089 6287968.146632026),0.0015069233185964568,10000.0,0.2
1374,POINT (898845.2277418961 6276214.376097603),POINT (897886.4063470667 6273454.189162796),0.0012103321100221962,10000.0,0.2
1375,POINT (905964.325044418 6272142.107368197),POINT (905716.5098289666 6277423.035380375),0.0003936020723909866,10000.0,0.2
1376,POINT (906294.4680277258 6289669.531021712),POINT (908150.0231626115 6286159.958912866),0.002629506717496596,10000.0,0.2
1377,POINT (909875.5708660921 6292975.509286892),POINT (906219.1392528454 6292366.080929211),0.004422672608121787,10000.0,0.2
1378,POINT (908350.5752946988 6292795.745805891),POINT (908486.9657146937 6291205.410416044),0.004130728454561011,10000.0,0.2
1379,POINT (909192.4193148217 6290822.428731245),POINT (910762.3885274413 6284377.009378007),0.004022309642387645,10000.0,0.2
1380,POINT (912579.086586841 6295042.495863198),POINT (904301.3802535253 6288544.135769139),0.004076449212511654,10000.0,0.2
1381,POINT (907078.4675372986 6289003.544609093),POINT (905853.8733586518 6291982.320231451),0.002500965853009894,10000.0,0.2
1382,POINT (905990.365790097 6270682.592411166),POINT (907478.726013985 6271075.748035772),0.00042219257257750445,10000.0,0.2
1383,POINT (894276.5928185243 6284075.322334444),POINT (894899.8480543562 6288435.0629905),0.0013905139563062032,10000.0,0.2
1384,POINT (913553.8620504292 6296489.448832262),POINT (914411.0753907978 6296687.30662637),0.003073600693249934,10000.0,0.2
1385,POINT (904846.3689229649 6292729.917576047),POINT (897928.9979092081 6298222.610749921),0.0026802279487421776,10000.0,0.2
1386,POINT (908275.4696365546 6293882.812412221),POINT (912138.4368007642 6295329.871093921),0.0031232634931330416,10000.0,0.2
1387,POINT (915303.3846783859 6287268.632685473),POINT (904499.9779496156 6291898.0563949905),0.0005273291752355862,10000.0,0.2
1388,POINT (907706.3702846225 6290587.277216073),POINT (907767.1716898463 6290856.69801252),0.003621407993123574,10000.0,0.2
1389,POINT (903259.6608846562 6282185.730197577),POINT (901861.9552716828 6281184.097967228),0.0013783753810171016,10000.0,0.2
1390,POINT (912630.532287806 6295199.081408659),POINT (913341.0472091741 6296335.156988813),0.004031376263588031,10000.0,0.2
1391,POINT (908896.7309190546 6282121.406895136),POINT (910671.3050478988 6286850.87749894),0.0017959916846561554,10000.0,0.2
1392,POINT (902818.1122214138 6281160.774273873),POINT (905465.352738693 6280051.036713515),0.0012003809404143504,10000.0,0.2
1393,POINT (899307.6265448069 6303607.093112013),POINT (896277.4126885135 6300025.054214712),0.00023038828927777281,10000.0,0.2
1394,POINT (900998.0480171097 6269433.045386078),POINT (898790.6320593008 6271934.282490247),0.00013039632070623486,10000.0,0.2
1395,POINT (901832.7622059884 6280451.820933074),POINT (902374.2732919084 6279926.757105774),0.0009469518259204243,10000.0,0.2
1396,POINT (899753.9203451718 6276078.354686596),POINT (911537.2699018971 6295558.7805798),0.0012714739646815026,10000.0,0.2
1397,POINT (909454.1366289053 6294102.18162833),POINT (913689.2623971659 6296011.477282625),0.003874406267818932,10000.0,0.2
1398,POINT (902252.3428925287 6293735.760254789),POINT (904042.4054041592 6293487.3022033125),0.000872660309089908,10000.0,0.2
1399,POINT (905894.3136474087 6298397.33665023),POINT (905698.4385930416 6298431.72406224),0.0005719397568719856,10000.0,0.2
1400,POINT (903438.4396099537 6282204.968456799),POINT (903299.4652534571 6282882.28729707),0.0013734973132557683,10000.0,0.2
1401,POINT (910494.2451341833 6290268.970778378),POINT (908937.7862273796 6290630.443010159),0.003333068084313874,10000.0,0.2
1402,POINT (906151.9488604583 6290279.8321966585),POINT (906547.1115763681 6288329.379816428),0.0029728229429361332,10000.0,0.2
1403,POINT (913423.1914413369 6294643.995711861),POINT (912793.604673937 6294069.237298612),0.0034598822811442117,10000.0,0.2
1404,POINT (910950.9966213172 6293415.585309724),POINT (908989.2773673257 6293633.337855521),0.0042840077995460425,10000.0,0.2
1405,POINT (896731.0185859846 6301737.065799664),POINT (896676.42524143 6301140.251615955),0.0009009293985502897,10000.0,0.2
1406,POINT (911854.5195557328 6275589.6902445555),POINT (907262.330398926 6289965.240531713),0.001387455983167865,10000.0,0.2
1407,POINT (902989.0233856407 6281918.961764423),POINT (910492.910716449 6280994.791947698),0.0013240916079805287,10000.0,0.2
1408,POINT (894499.3327549645 6293561.348200204),POINT (894850.8623126677 6294176.095763668),0.00022755955833663496,10000.0,0.2
1409,POINT (898271.4889614289 6300820.967133071),POINT (897573.8203011702 6301892.613764191),0.0009345273558242004,10000.0,0.2
1410,POINT (910997.7975343033 6289947.323770961),POINT (909498.6369389675 6293179.930963368),0.0030152240379332953,10000.0,0.2
1411,POINT (908725.042996201 6292495.637113095),POINT (913504.76157442 6292839.964479616),0.004374162643571332,10000.0,0.2
1412,POINT (917816.1419850314 6294951.142191928),POINT (913600.8406628736 6293482.687495355),0.000861109852938272,10000.0,0.2
1413,POINT (909079.8751137108 6289635.817034396),POINT (908687.6522625777 6287746.91377854),0.003595966180123778,10000.0,0.2
1414,POINT (906110.1488597885 6292046.771776548),POINT (907433.8716631297 6291363.6488371305),0.003160154519604346,10000.0,0.2
1415,POINT (915948.1025310247 6293437.831956958),POINT (910121.9227804138 6292076.200072456),0.0010934461761302765,10000.0,0.2
1416,POINT (914683.9183457801 6293253.997463556),POINT (914849.280283072 6292250.931181461),0.0019530198739359105,10000.0,0.2
1417,POINT (907189.7226000787 6291599.528478047),POINT (907548.9537919785 6292079.97442536),0.003623640623722032,10000.0,0.2
1418,POINT (909639.9084763243 6279743.227420978),POINT (905853.2148530055 6271965.434741329),0.0013407045978036365,10000.0,0.2
1419,POINT (913942.3094510715 6290378.596381875),POINT (910286.5513735464 6293975.801437655),0.001829260683739749,10000.0,0.2
1420,POINT (908868.9348660555 6284574.99713685),POINT (908673.9474425266 6283321.92367156),0.0014505277102379922,10000.0,0.2
1421,POINT (911423.681621246 6279638.778766572),POINT (912445.510611796 6278739.570490794),0.001719098448923268,10000.0,0.2
1422,POINT (905177.6950624058 6294054.828862674),POINT (911394.8709432448 6284329.834171459),0.0014387060730529054,10000.0,0.2
