,Node,Comune,f
2176,POINT (901359.7593377884 6290159.209276555),estacion central,0.0013094523148791224
2177,POINT (904473.5198682495 6289284.218237584),santiago,0.0022951973968897907
2178,POINT (910464.152437591 6295790.8678529365),vitacura,0.0030720092246541387
2179,POINT (909100.7158299605 6289439.938668783),nunoa,0.0034755905002904187
2180,POINT (899007.821897151 6293363.437888611),quinta normal,0.0006628500735330997
2181,POINT (908896.7309190546 6282121.406895136),la florida,0.0017959916846561554
2182,POINT (909850.2662562493 6292412.517887241),providencia,0.004300830425493943
2183,POINT (904666.1225553845 6291396.2793836435),santiago,0.003490878043507077
2184,POINT (896935.8077271278 6299458.321227983),quilicura,0.0009987780097819293
2185,POINT (907992.8567170334 6291883.720471323),providencia,0.004052911047683482
2186,POINT (903684.2369185822 6284268.259648115),san miguel,0.0017289408758401359
2187,POINT (908068.0124549146 6293133.185196526),providencia,0.003697955835653702
2188,POINT (901215.15992556 6289635.292865671),estacion central,0.0011733362509023738
2189,POINT (907716.0503777161 6274560.537034387),puente alto,0.0006555550045326683
2190,POINT (891613.5828228784 6280975.113612692),maipu,0.0007826955045556181
2191,POINT (901305.898291961 6286361.5934129115),pedro aguirre cerda,0.0007580279813504428
2192,POINT (908861.3447265169 6292312.652711796),providencia,0.004397335973332885
2193,POINT (903153.4677810427 6278071.444568181),el bosque,0.0007373269491123056
2194,POINT (906820.4303575391 6274268.857694913),la pintana,0.00042352694926102945
2195,POINT (905047.0670536286 6289031.786385453),santiago,0.002175911240222098
2196,POINT (904607.0421561268 6275653.16264824),la pintana,0.00031891002423236546
2197,POINT (897412.9827873344 6295853.518526802),renca,0.00039161761921517846
2198,POINT (904907.2453513795 6287772.56969773),santiago,0.0017333160567810394
2199,POINT (905197.5933400195 6294342.15880944),recoleta,0.001250166859817639
2200,POINT (913771.935319971 6296906.361208739),vitacura,0.0027293318699856553
2201,POINT (911834.1615447132 6274937.581122598),puente alto,0.0013772707013543462
2202,POINT (892223.1104264846 6281713.775970996),maipu,0.0009567210300363269
2203,POINT (898404.8276076082 6275177.909034025),san bernardo,0.0012849216017230566
2204,POINT (914203.2907545842 6296605.477641842),las condes,0.0027735132677445293
2205,POINT (892207.1544131094 6282575.984317455),maipu,0.0011469594634856757
2206,POINT (904187.4686673114 6282858.922706157),la cisterna,0.001362631773606517
2207,POINT (909326.0318247394 6289127.868045384),nunoa,0.0032296029261525494
2208,POINT (896935.8077271278 6299458.321227983),quilicura,0.0009987780097819293
2209,POINT (908687.6522625777 6287746.91377854),nunoa,0.0021681889247748398
2210,POINT (910506.5602928733 6273077.397186976),puente alto,0.0015264501400995725
2211,POINT (904915.9884414966 6291225.799135396),santiago,0.003498826244244078
2212,POINT (909804.1208123696 6295225.912221583),vitacura,0.002979488843863387
2213,POINT (910376.9654649785 6289496.047720671),nunoa,0.0030914080172168
2214,POINT (903120.2202580774 6287196.712939415),pedro aguirre cerda,0.0013292944328076436
2215,POINT (912238.2097536102 6293411.926959781),las condes,0.003803391831522472
2216,POINT (897705.8414272824 6283457.25750206),maipu,0.0008423999922919182
2217,POINT (910271.1708981275 6290890.486777686),nunoa,0.003594827823857434
2218,POINT (909709.2937208625 6292558.144258501),providencia,0.004384542780164997
2219,POINT (910486.0080713346 6279556.681411404),la florida,0.0015352781764803136
2220,POINT (905964.325044418 6272142.107368197),puente alto,0.0003936020723909866
2221,POINT (890720.3303076441 6285091.452096129),maipu,0.000557607506418396
2222,POINT (910213.9116628078 6293934.34144729),las condes,0.004275428968625451
2223,POINT (901305.898291961 6286361.5934129115),pedro aguirre cerda,0.0007580279813504428
2224,POINT (899382.8974626933 6271278.796194231),san bernardo,0.0006561696586452424
2225,POINT (911408.7416841101 6292749.8996018935),las condes,0.003835482025800408
2226,POINT (909568.3403467607 6292525.652958718),providencia,0.004408769728925435
2227,POINT (909877.261072794 6289074.899335314),nunoa,0.003034969226994035
2228,POINT (896108.3598810714 6287652.282141045),maipu,0.0010496633513855614
2229,POINT (902751.4830981641 6280943.389895275),la cisterna,0.001165831113826576
2230,POINT (905571.3869449316 6277876.979207125),la pintana,0.0007082554772483202
2231,POINT (901637.1630722417 6290131.121046457),estacion central,0.001402399253931593
2232,POINT (890895.3326565585 6283393.394576607),maipu,0.0009441607747548285
2233,POINT (906062.166735471 6277625.240142226),la pintana,0.0006879361153383935
2234,POINT (901917.9687385298 6291235.135587934),santiago,0.0015022859130184338
2235,POINT (908380.9613367344 6286955.877333146),macul,0.0016957607425429784
2236,POINT (911640.7890654628 6297991.79399148),vitacura,0.0016415916447220355
2237,POINT (905333.9479399676 6290637.707970428),santiago,0.003248255123120098
2238,POINT (913072.5315953498 6297117.352215713),vitacura,0.0026615472297234306
2239,POINT (895242.5768039101 6298506.641833458),quilicura,0.0004144488016524956
2240,POINT (914411.0753907978 6296687.30662637),las condes,0.002646076220097281
2241,POINT (911143.2968841874 6291155.643169941),nunoa,0.003246455661896659
2242,POINT (906864.3804285639 6295283.880990829),recoleta,0.0007475352848320038
2243,POINT (898865.0193393438 6293122.868846024),quinta normal,0.0006713695013200859
2244,POINT (907845.4036278597 6290325.8642840665),nunoa,0.00359304139698276
2245,POINT (899049.7968014848 6286353.26429708),cerrillos,0.0005370921144847606
2246,POINT (898854.4928091126 6299526.659923287),quilicura,0.0006884117934699035
2247,POINT (913132.801644607 6287139.886334613),penalolen,0.0009668474431310483
2248,POINT (903322.4415211378 6301674.853897484),huechuraba,0.0005208239463624379
2249,POINT (902772.2985247415 6300451.3784066755),huechuraba,0.0007143684586708962
2250,POINT (913743.6162393994 6297739.917505199),vitacura,0.001979622397195858
2251,POINT (907346.1626846356 6290065.752159135),nunoa,0.003228547709226626
2252,POINT (908347.9601852744 6293254.976828088),providencia,0.003851243644357585
2253,POINT (916016.4421309468 6290090.5214387495),la reina,0.0007803329518102394
2254,POINT (907135.597082628 6290754.753087622),providencia,0.003421636160805432
2255,POINT (892489.1147727697 6284247.6021075435),maipu,0.00123838100416711
2256,POINT (896314.5658771144 6300311.352963234),quilicura,0.0010679162937646688
2257,POINT (912025.0657481148 6294514.051448988),las condes,0.004295809527404223
2258,POINT (902966.312577633 6301392.883088751),huechuraba,0.0006194490199608341
2259,POINT (911750.3539023029 6293859.589183833),las condes,0.004232230128260398
2260,POINT (914210.6747267086 6296610.068805851),las condes,0.002768351599085122
2261,POINT (912469.0607593379 6281845.612498553),la florida,0.0011610084802354595
2262,POINT (906883.7463292608 6287180.025716786),macul,0.001466966348792947
2263,POINT (900419.0026219012 6299314.447749873),conchali,0.0004663682953581902
2264,POINT (893551.0913407032 6286670.644332873),maipu,0.0011578042274655817
2265,POINT (911220.3674497351 6272048.981411667),puente alto,0.0011062279665128762
2266,POINT (910296.1361289988 6294157.378915349),las condes,0.004197232987016281
2267,POINT (895168.3191153205 6284397.381567052),maipu,0.0012372386478492448
2268,POINT (908796.2396637539 6286595.172944756),macul,0.001571664972718055
2269,POINT (908283.8126111629 6275221.972327298),puente alto,0.0008561152734904069
2270,POINT (913936.1315453281 6286977.9753298685),penalolen,0.0008358936813335077
2271,POINT (911783.6886042296 6274989.182105564),puente alto,0.0013936978709921332
2272,POINT (899588.1035729856 6282368.929390799),lo espejo,0.0006003068289397027
2273,POINT (907981.5531768524 6289479.103225784),nunoa,0.003245486975128773
2274,POINT (901258.1748372212 6300045.10741284),huechuraba,0.000599589970993156
2275,POINT (908659.4242880378 6293525.967966115),providencia,0.0038765136109566506
2276,POINT (908937.7862273796 6290630.443010159),nunoa,0.003998869702136546
2277,POINT (909352.1574280113 6274691.32239219),puente alto,0.0012236162790563291
2278,POINT (901738.2876458287 6290388.6542508975),santiago,0.0014745354390720484
2279,POINT (909230.4494856033 6277001.883285227),la florida,0.0010659611730368637
2280,POINT (899930.9635866247 6276254.702252929),san bernardo,0.0011932046569307496
2281,POINT (903831.0226053753 6284692.221487881),san miguel,0.0017749499758969046
2282,POINT (902974.1982965714 6283996.335463653),san miguel,0.0015602730221936424
2283,POINT (895418.3067204277 6285354.579645267),maipu,0.001278573496970075
2284,POINT (900727.5136909082 6280604.202748018),lo espejo,0.0005790252983047324
2285,POINT (914432.4390731875 6286807.242012585),penalolen,0.0007135432632663154
2286,POINT (913420.0705887541 6294643.172531336),las condes,0.0034621978464694204
2287,POINT (901793.231447007 6278915.936902857),el bosque,0.0008844175505682507
2288,POINT (906290.02446195 6289664.269252461),nunoa,0.002625491842265271
2289,POINT (905431.3167212055 6291441.8318345435),santiago,0.0034198035668806747
2290,POINT (911016.3171272587 6275332.778374491),puente alto,0.001473383082747189
2291,POINT (911207.2433086757 6297002.802162459),vitacura,0.0025269565921416997
2292,POINT (913632.6295409757 6283172.081227781),penalolen,0.0005694535062330154
2293,POINT (903416.1886043635 6290445.110445254),santiago,0.0025868371690597786
2294,POINT (892489.1147727697 6284247.6021075435),maipu,0.00123838100416711
2295,POINT (908161.8655667193 6292773.541660599),providencia,0.004007081965598974
2296,POINT (909253.972039361 6294136.829627041),las condes,0.0037102169783653364
2297,POINT (908712.5402043314 6282535.476962886),la florida,0.0018384199870845916
2298,POINT (903002.9143711956 6283087.607956534),la cisterna,0.001487449654029691
2299,POINT (900526.2768568705 6295102.24896726),renca,0.0005646317746789032
2300,POINT (909931.7519303006 6290593.521026272),nunoa,0.0036974066516587754
2301,POINT (913813.460051643 6298114.2128969915),vitacura,0.0016029467545142005
2302,POINT (910330.7865793933 6289812.809963593),nunoa,0.0032594928379648543
2303,POINT (902737.1317126828 6279869.592598716),la cisterna,0.001016592089999722
2304,POINT (903941.4322766584 6290953.048610151),santiago,0.0031590883706153158
2305,POINT (915840.953574854 6296448.165696902),las condes,0.0017155704752014253
2306,POINT (910986.4376366182 6294054.2643164145),las condes,0.004354355716328445
2307,POINT (912898.3941540638 6277903.451721115),puente alto,0.0011051617577230626
2308,POINT (904187.4686673114 6282858.922706157),la cisterna,0.001362631773606517
2309,POINT (911063.6222087843 6296959.417247561),vitacura,0.0024738015462079507
2310,POINT (908192.1960856981 6292654.8860887885),providencia,0.004077307779714157
2311,POINT (913308.1382460489 6290965.712379247),la reina,0.0023371282934855535
2312,POINT (906817.2237285394 6287479.890876422),san joaquin,0.0015696282460757678
2313,POINT (910299.3733563023 6288916.509362206),nunoa,0.0027636678288366504
2314,POINT (905305.3645978037 6291033.702816538),santiago,0.00341043860375498
2315,POINT (899337.0661248823 6274950.708344296),san bernardo,0.0015219599333658569
2316,POINT (911600.2255341336 6282575.347397188),la florida,0.001177877918677751
2317,POINT (901911.4636449754 6296340.125088012),conchali,0.0005861439955649479
2318,POINT (918594.8068882619 6295761.712435062),las condes,0.000672220545495692
2319,POINT (908541.1695863863 6293771.123956801),providencia,0.0035244666253881627
2320,POINT (911346.0258780301 6273813.8878468415),puente alto,0.0014624835994776445
2321,POINT (891895.3457736463 6278525.919441197),maipu,0.0003611237890095628
2322,POINT (897693.2390661449 6290439.037466634),lo prado,0.0006307538607909945
2323,POINT (900591.0607186153 6283496.76750512),lo espejo,0.0006807112492098823
2324,POINT (900806.7817415043 6286551.532057344),pedro aguirre cerda,0.0006598636742026544
2325,POINT (905968.7057134449 6298982.547721625),huechuraba,0.00045478969226976076
2326,POINT (913530.218073651 6288561.962989094),la reina,0.0012408884309759248
2327,POINT (915324.3447265127 6294580.298202851),las condes,0.0017956439931607767
2328,POINT (912048.1892708722 6291344.652271697),la reina,0.0029579935978977343
2329,POINT (908866.6799759488 6287673.834718291),nunoa,0.002126508446226212
2330,POINT (896608.926768204 6285796.802285207),maipu,0.000980656023028466
2331,POINT (893723.2889190128 6286327.592257238),maipu,0.0012848655995246067
2332,POINT (907554.2470223564 6270939.403818253),puente alto,0.0005713868345301039
2333,POINT (902695.859106296 6297742.679244833),conchali,0.0006153443032014644
2334,POINT (890979.1176118536 6283219.997950995),maipu,0.0009844278769494028
2335,POINT (899256.2480833929 6293757.93316444),quinta normal,0.0006476466080575847
2336,POINT (903308.6159273544 6297222.66309546),conchali,0.0006785658395862746
2337,POINT (906373.5239835437 6291566.454063513),providencia,0.0033513696351430877
2338,POINT (905044.1575326575 6291183.768884797),santiago,0.0034825956829588373
2339,POINT (909069.1086395585 6289646.474601457),nunoa,0.0036027767335753864
2340,POINT (908495.2881330065 6286287.977393602),macul,0.0014824046376527276
2341,POINT (909326.0318247394 6289127.868045384),nunoa,0.0032296029261525494
2342,POINT (908265.5578959438 6282498.664702235),la florida,0.001743413187580217
2343,POINT (899730.4788165151 6294799.573684675),quinta normal,0.0005900243416824582
2344,POINT (914873.4632621537 6287753.646515457),penalolen,0.0006957828675379712
2345,POINT (912035.1312627544 6295748.78058056),las condes,0.003981166051171328
2346,POINT (912715.1315958248 6276185.002918264),puente alto,0.001152528813282272
2347,POINT (910147.4636738233 6290204.738512578),nunoa,0.003485702947488295
2348,POINT (917710.1891650467 6298590.719863521),las condes,0.0005778207011862991
2349,POINT (916458.6503255942 6294128.880312165),las condes,0.001041487904044262
2350,POINT (910967.2782322064 6280435.434848275),la florida,0.001651794623777452
2351,POINT (908273.2132549401 6272354.164251385),puente alto,0.0007489144518501088
2352,POINT (905717.6781301595 6282640.302444733),la granja,0.001048160845396956
2353,POINT (897671.2010455099 6271408.86429301),san bernardo,0.0005670254949634738
2354,POINT (897440.6427844961 6284713.721072365),cerrillos,0.0009022857821599008
2355,POINT (910364.1964363627 6282028.325175889),la florida,0.0014812539157032232
2356,POINT (908687.6522625777 6287746.91377854),nunoa,0.0021681889247748398
2357,POINT (906110.1488597885 6292046.771776548),providencia,0.003160154519604346
2358,POINT (914411.0753907978 6296687.30662637),las condes,0.002646076220097281
2359,POINT (906845.339152827 6291701.725382609),providencia,0.0034679809753687357
2360,POINT (901927.7787309045 6290218.659012541),santiago,0.0015330015027205214
2361,POINT (894556.6017888566 6283996.896949325),maipu,0.0013192411037362224
2362,POINT (911971.7064990092 6277020.931671109),puente alto,0.0013579525298823651
2363,POINT (912535.2858340093 6292747.490566909),las condes,0.003262307851853655
2364,POINT (908075.8347369987 6280159.553746474),la florida,0.0011312378127961323
2365,POINT (899862.6102494949 6272020.495518502),san bernardo,0.0007494110973599716
2366,POINT (898790.6320593008 6271934.282490247),san bernardo,0.0008265466760715744
2367,POINT (910022.0151167403 6289509.058070656),nunoa,0.003252657943834516
2368,POINT (907273.0317939469 6285609.675892854),macul,0.0012967443491969353
2369,POINT (904185.5824729006 6286043.838090767),san miguel,0.0018152664480306812
2370,POINT (903924.6840538747 6285111.234575245),san miguel,0.0018084762005340666
2371,POINT (912307.0515005707 6292889.636025647),las condes,0.0034715979479133813
2372,POINT (899472.4529503484 6289767.725488179),estacion central,0.0008446734117514896
2373,POINT (891033.5585536277 6281716.5191721),maipu,0.0008574299012703014
2374,POINT (910630.3708778564 6293030.216000517),las condes,0.0042476068778285764
2375,POINT (911736.3307489746 6284775.681831888),penalolen,0.0009642324946215182
2376,POINT (907616.2187181541 6291899.980558243),providencia,0.0038479601425562286
2377,POINT (915552.5732939438 6297212.96813597),las condes,0.0017974308800502833
2378,POINT (899047.207222478 6283784.881136609),cerrillos,0.0007847895274100778
2379,POINT (910531.46952019 6294485.965597881),las condes,0.004116655418788578
2380,POINT (910728.5983610882 6285803.426417287),penalolen,0.0011477833145248965
2381,POINT (904255.9618513664 6286339.780413484),san miguel,0.0017996427718968545
2382,POINT (899276.8091183924 6272282.792570581),san bernardo,0.0008981119859158583
2383,POINT (915915.1882859747 6297843.834738039),vitacura,0.001327647728093581
2384,POINT (910875.6504092386 6290454.1285359375),nunoa,0.0032025292603943536
2385,POINT (892887.1443340097 6283706.865976935),maipu,0.001304451672886913
2386,POINT (893258.6172780532 6283820.280249506),maipu,0.0013531377464777773
2387,POINT (909049.6564774765 6290189.973380443),nunoa,0.003855410581456702
2388,POINT (897849.4089189179 6270340.495950441),san bernardo,0.0005285406225526895
2389,POINT (913954.4177894881 6297316.299544273),vitacura,0.002366509095737118
2390,POINT (911408.1618112179 6285771.6002968345),penalolen,0.0010314119425336961
2391,POINT (910163.7578660536 6283185.926670814),la florida,0.0014436569384972903
2392,POINT (905472.890518946 6280549.30256588),la granja,0.0009869539474587662
2393,POINT (904907.2453513795 6287772.56969773),santiago,0.0017333160567810394
2394,POINT (908765.5505893985 6282531.4013524335),la florida,0.0018418270877232149
2395,POINT (914430.4963072251 6290989.6119493805),la reina,0.0017203829580804137
2396,POINT (901162.5844544788 6287330.107661054),pedro aguirre cerda,0.0007137203119743041
2397,POINT (910463.8559121394 6277314.648601808),puente alto,0.001264617714992368
2398,POINT (897573.5555635459 6272453.984537391),san bernardo,0.0005708141700998122
2399,POINT (905180.904227694 6285169.420963716),san joaquin,0.0013524761383100054
2400,POINT (912129.8878417186 6294735.789336887),las condes,0.00427483632473071
2401,POINT (905916.8961725413 6291505.061277961),providencia,0.0033407173118198685
2402,POINT (893424.538113301 6282239.564879665),maipu,0.0009420744853812265
2403,POINT (912098.7736402323 6287915.7497289125),penalolen,0.0014133125616849066
2404,POINT (906480.3841854678 6281872.622301042),la granja,0.0010327839216447508
2405,POINT (910050.667495134 6291119.489926305),providencia,0.0037671467463757046
2406,POINT (905560.8586326899 6290485.609535415),santiago,0.0031262779307339584
2407,POINT (898804.6875104036 6277055.018494602),san bernardo,0.0009393403454215495
2408,POINT (912735.180932128 6291257.255371102),la reina,0.0026689551055124783
2409,POINT (902060.9280994752 6297430.675137352),conchali,0.0005792878080025597
2410,POINT (898998.0763961892 6300574.865153506),quilicura,0.0006998761633751564
2411,POINT (895953.5666648124 6294193.127401095),cerro navia,0.0004318229843561024
2412,POINT (904626.9597153456 6283851.917050731),san miguel,0.001400463209730413
2413,POINT (903943.6229145918 6291852.464797171),santiago,0.0030082708064517777
2414,POINT (903866.717169188 6284880.799852578),san miguel,0.0017923606780779306
2415,POINT (908832.4792153385 6290854.787196865),providencia,0.00405689850882326
2416,POINT (907978.193062701 6281919.765751297),la florida,0.0015299737314448253
2417,POINT (900042.274795347 6271807.879864145),san bernardo,0.0006562576712793713
2418,POINT (908765.5505893985 6282531.4013524335),la florida,0.0018418270877232149
2419,POINT (915368.3336468996 6273394.635129381),puente alto,0.0001958245890350526
2420,POINT (900089.4873950966 6275084.115301438),san bernardo,0.0013845036345809024
2421,POINT (913771.9872126378 6294581.190370566),las condes,0.0031550202986957653
2422,POINT (911610.0348153706 6296435.143679413),vitacura,0.0033407134295651156
2423,POINT (907912.5868383475 6286434.103658617),macul,0.0014677058278218824
2424,POINT (912241.8681129823 6294577.789293941),las condes,0.004225329533781387
2425,POINT (900623.2546551191 6273448.743638465),san bernardo,0.0009703778513473571
2426,POINT (899214.6076783005 6289750.0351014435),estacion central,0.0008109957996417914
2427,POINT (907508.509092916 6289296.250794756),nunoa,0.0028930573510181187
2428,POINT (909184.1571794869 6292523.279863488),providencia,0.004446804275583289
2429,POINT (911992.326621041 6289875.739883017),la reina,0.002601775598236986
2430,POINT (902505.3503169625 6293901.241505639),independencia,0.0009263658523093289
2431,POINT (907910.9489546181 6292704.259933129),providencia,0.0038437453934179193
2432,POINT (914169.2219645462 6292542.138007778),las condes,0.002147607926565292
2433,POINT (915833.6747903524 6297161.610192874),las condes,0.0016356772609513524
2434,POINT (906008.957359134 6291031.138891302),providencia,0.003299964685393932
2435,POINT (906358.1636572278 6291845.793373159),providencia,0.003286034359310957
2436,POINT (911954.4768756302 6275307.919738412),puente alto,0.0013583705740378717
2437,POINT (910870.9470734261 6289087.645574807),nunoa,0.0026513833090522406
2438,POINT (906358.1636572278 6291845.793373159),providencia,0.003286034359310957
2439,POINT (901117.3907083541 6284232.338403931),pedro aguirre cerda,0.0007579915824463594
2440,POINT (913423.1914413369 6294643.995711861),las condes,0.0034598822811442117
2441,POINT (902814.975543636 6290682.570614237),santiago,0.0021534117264574645
2442,POINT (908552.4140223868 6289381.351070552),nunoa,0.0033934726755155595
2443,POINT (906829.2428101699 6292205.878027745),providencia,0.003304562486597192
2444,POINT (907507.0116732338 6271730.369393429),puente alto,0.0006089146398072775
2445,POINT (900224.5175891134 6303959.064003133),quilicura,0.00015008084776396604
2446,POINT (895877.3180379715 6300655.126500219),quilicura,0.0009310700388260213
2447,POINT (909008.356421218 6286576.369326065),macul,0.0015545692098587471
2448,POINT (909297.8957883809 6291939.2086579185),providencia,0.00430489679494343
2449,POINT (900419.6300059143 6296194.528264126),renca,0.0004764917335647317
2450,POINT (895874.4311081889 6301480.986944089),quilicura,0.0007907771529058681
2451,POINT (914131.9884021884 6296644.217722682),vitacura,0.0027847326146423013
2452,POINT (917864.7883968761 6294733.564721551),las condes,0.0007800479280639898
2453,POINT (903390.8106908359 6283201.090437546),san miguel,0.0015597340553812522
2454,POINT (915005.518077942 6284554.2068087645),penalolen,0.00031016259214078725
2455,POINT (906603.5603486154 6292206.885982594),providencia,0.003196499225643568
2456,POINT (908581.6302585528 6292314.275330221),providencia,0.004328166967515008
2457,POINT (903205.6394628901 6282552.089588371),la cisterna,0.0014405809405386683
2458,POINT (906703.591352229 6292075.673177709),providencia,0.0033056106301561114
2459,POINT (904086.0139995994 6289222.354410559),santiago,0.0021553143889534734
2460,POINT (914164.3831456216 6291159.547260616),la reina,0.0019059755396220843
2461,POINT (906845.339152827 6291701.725382609),providencia,0.0034679809753687357
2462,POINT (904610.2659839605 6281786.357092036),san ramon,0.0010872450682094417
2463,POINT (893814.0959213162 6294264.1077121105),cerro navia,0.0001611895582185961
2464,POINT (912241.8681129823 6294577.789293941),las condes,0.004225329533781387
2465,POINT (906579.6037460002 6296361.457893819),recoleta,0.0006001610785062476
2466,POINT (906565.7107199866 6291948.18277953),providencia,0.0033047029772183124
2467,POINT (908712.5402043314 6282535.476962886),la florida,0.0018384199870845916
2468,POINT (891405.9216370666 6278718.8425724),maipu,0.0003856515651203513
2469,POINT (905857.2174396694 6285208.517391876),san joaquin,0.0011666747030307937
2470,POINT (899063.7622074415 6277806.536816809),san bernardo,0.0007474054307207933
2471,POINT (912188.2956064516 6290343.076513167),la reina,0.0026846811014727356
2472,POINT (914397.259503853 6290745.165490102),la reina,0.0016880216772341844
2473,POINT (903562.7395595018 6283758.5489153),san miguel,0.0016552388898061802
2474,POINT (896745.7729471049 6295019.7033215845),renca,0.0004335903745191962
2475,POINT (908454.7009396553 6291471.687174195),providencia,0.004156395885437805
2476,POINT (909685.9345637329 6280860.94863005),la florida,0.0014855726886183161
2477,POINT (903562.7395595018 6283758.5489153),san miguel,0.0016552388898061802
2478,POINT (914308.2883486892 6294913.478432966),las condes,0.0027735350050595844
2479,POINT (909496.6116868708 6293298.95908924),las condes,0.004401292170494571
2480,POINT (905856.0838538143 6291755.921190821),santiago,0.003287781500720318
2481,POINT (908211.8521215504 6282656.31029775),la florida,0.0017392372801785221
2482,POINT (897849.4089189179 6270340.495950441),san bernardo,0.0005285406225526895
2483,POINT (912527.1131813608 6292884.942290944),las condes,0.0033390278837864156
2484,POINT (909069.1086395585 6289646.474601457),nunoa,0.0036027767335753864
2485,POINT (901141.7023799804 6286065.577361112),pedro aguirre cerda,0.0007319626705019386
2486,POINT (911923.4992854215 6295805.906383179),vitacura,0.0039411879258859
2487,POINT (912469.0607593379 6281845.612498553),la florida,0.0011610084802354595
2488,POINT (913477.1434087309 6292698.558920309),las condes,0.002651906360227544
2489,POINT (908458.8198784752 6293301.249831659),providencia,0.003906887215949376
2490,POINT (910831.0690317466 6294090.337877063),las condes,0.004335516285631168
2491,POINT (911827.5049641435 6292321.780481241),las condes,0.003412418813259324
2492,POINT (906769.7667842596 6289146.83692511),nunoa,0.002460365069284293
2493,POINT (907960.1799219919 6292860.460234255),providencia,0.0037965350713258005
2494,POINT (914798.0567043049 6292975.4398616385),las condes,0.0017945483970500948
2495,POINT (913202.9725006679 6295923.160677405),las condes,0.003516228649233003
2496,POINT (913562.7809740256 6292393.052103387),las condes,0.002501439619633559
2497,POINT (907860.8544503832 6291425.7536812425),providencia,0.0039257191589722054
2498,POINT (908474.94953028 6293433.275186541),providencia,0.0038079824848396312
2499,POINT (912272.7047573564 6296535.85204252),vitacura,0.0033523757451384834
2500,POINT (900340.8081852293 6275067.015710982),san bernardo,0.0013164988043955772
2501,POINT (904034.0712032953 6288176.307158787),santiago,0.0016894243648849297
2502,POINT (910744.8526483192 6285856.673806636),penalolen,0.001150295895698514
2503,POINT (893888.8856943802 6284041.099928518),maipu,0.0014146831050561163
2504,POINT (910706.8276384242 6288169.917148287),nunoa,0.0020728589703193382
2505,POINT (905618.2090654657 6297732.463664971),huechuraba,0.0006886192782385615
2506,POINT (913797.1124078613 6272120.058293876),puente alto,0.00024510584836321986
2507,POINT (908712.5402043314 6282535.476962886),la florida,0.0018384199870845916
2508,POINT (898914.8756612163 6274773.548941037),san bernardo,0.0014895470483624804
2509,POINT (907761.9541873275 6291152.514977308),providencia,0.0038183869557564
2510,POINT (903675.0074691831 6298809.42562273),huechuraba,0.0005332701091192251
2511,POINT (913247.9021256579 6295592.414804939),las condes,0.00360192149086351
2512,POINT (907381.7106072005 6284758.980811261),macul,0.0013668196544774703
2513,POINT (890687.7278481906 6281252.511921825),maipu,0.0006701859880301254
2514,POINT (891919.5384734012 6285729.772937683),maipu,0.0008230451066981001
2515,POINT (905641.8415889539 6297841.975937478),huechuraba,0.0006747190016495652
2516,POINT (901138.944847936 6273673.147354503),san bernardo,0.0008674563534365984
2517,POINT (908684.3067110274 6292668.078513427),providencia,0.004343744824675281
2518,POINT (897959.6535005393 6283289.042823532),cerrillos,0.0008220567099619091
2519,POINT (911758.9008236027 6289696.571311384),nunoa,0.002620524972522266
2520,POINT (908656.1862677083 6292895.482247164),providencia,0.004272667512319721
2521,POINT (903870.9364019348 6291466.348135079),santiago,0.0030976497183782432
2522,POINT (914425.9955296698 6294608.1253713295),las condes,0.002588417919461833
2523,POINT (911610.6635230974 6281995.216104761),la florida,0.0013112211483811587
2524,POINT (911705.389170453 6292777.907189224),las condes,0.003719715155232886
2525,POINT (909410.1074759818 6273128.538856382),puente alto,0.001231040224590743
2526,POINT (914849.280283072 6292250.931181461),las condes,0.0016251106948297902
2527,POINT (898439.650539312 6274579.906149212),san bernardo,0.0013178270530145387
2528,POINT (912489.8772276887 6292340.683360806),las condes,0.003094737769241556
2529,POINT (896314.5658771144 6300311.352963234),quilicura,0.0010679162937646688
2530,POINT (910611.7697638413 6272038.177946698),puente alto,0.0012663539486763085
2531,POINT (909213.7240155893 6295925.320024296),vitacura,0.0016978469732156886
2532,POINT (895535.468959396 6298771.650415584),quilicura,0.0005286524968172982
2533,POINT (898404.8276076082 6275177.909034025),san bernardo,0.0012849216017230566
2534,POINT (911886.8198510951 6296639.424052582),vitacura,0.0032209620283795374
2535,POINT (907963.8216032734 6271456.974043587),puente alto,0.0006519990334871676
2536,POINT (910504.7963104632 6297511.995462563),vitacura,0.0014976123054677047
2537,POINT (910610.4368470033 6272035.746622388),puente alto,0.0012656289675605115
2538,POINT (911015.7902527938 6275331.80545302),puente alto,0.0014734801539625097
2539,POINT (899110.706709854 6271875.050048709),san bernardo,0.0008152439519826564
2540,POINT (911288.0683275198 6280084.6741186045),la florida,0.0017231470673691243
2541,POINT (913084.2279289297 6278411.998779155),puente alto,0.0010133969211832635
2542,POINT (897498.532044591 6297788.456536131),quilicura,0.0005435427357057031
2543,POINT (909466.9063001061 6292219.940238817),providencia,0.004351736939546087
2544,POINT (898851.7068249818 6299527.82405046),quilicura,0.0006894094452487307
2545,POINT (896103.0896477078 6284125.514526371),cerrillos,0.0009426889567593156
2546,POINT (898349.3874488242 6278482.090210427),san bernardo,0.0004951148685468292
2547,POINT (898129.2643299974 6288173.910978818),estacion central,0.0006634388800098541
2548,POINT (908147.6687061172 6292829.552205041),providencia,0.003968677729195467
2549,POINT (914339.7323701832 6296622.183499052),las condes,0.002705612094761614
